HVP-6.0-SP2p41.1-2199-39494
Interactive Services
AdministrationReportsConfigurationuser: rmgamata@west.com Logout
Customer Usage
Call
Call ID:	e4010-20180312163438020-428
Application Name:	backend
Application Description:	backend
CLID:	8008388383
DNIS:	4070182
Call Date:	Monday, March 12th 2018
Call Utterance:	
Event Search
Event ID:	  
Parameter:	
 
Events
Time	ID	Param ID	Utterance
16:34:38	sip session	callid=1946976437_47689628@10.27.138.136|remote-rtp=10.27.138.134:6506|local-rtp=10.27.217.214:12712|originator=REMOTE	-
16:34:38	call start	ANI=8008388383|DNIS=4070182|VURL=http://vxmlapps/vxml/wic/update/index.php|outbound=N	-
16:34:38	asr session	asrengine=nuance90-mrcp1|sessionid=FKKGOEAOAAANPGKMAAAAAAAA|address=10.27.139.178:554|server=Nuance Open Speech Recognizer for MRCPv1|setuptime=0.008|endpoint=10.27.131.53:8436	-
16:34:38	document dump	URL=/opt/holly/client/data/dnis/all.js|fetchtype=script|mimetype=test/javascript	-
16:34:38	note	message=enable full call recording|callrecording=/var/data/holly/data/call/2018/0312/1634/e4010-20180312163438020-428/call.wav	-
16:34:38	document transition	uri=call_initialization|cpu=0.010000|normalcpu=0.010000	-
16:34:38	fetch	uri=http://vxmlapps/vxml/wic/update/index.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.031|documentsize=11210|outcome=success|failover=false|localport=32788|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=41|bytesread=11648|byteswritten=183|cachedecision=nc(pragma no-cache)	-
16:34:38	document dump	URL=http://vxmlapps/vxml/wic/update/index.php|fetchtype=vxml|mimetype=text/html	-
16:34:38	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.026|documentsize=4759|outcome=success|failover=false|localport=32790|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=63|bytesread=5034|byteswritten=396|cachedecision=nc(pragma no-cache)	-
16:34:38	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
16:34:38	document transition	uri=http://vxmlapps/vxml/wic/update/index.php|cpu=0.020000|normalcpu=0.020000	-
16:34:38	fetch	uri=http://vxmlapps/vxml/wic/update/index.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.023|documentsize=511|outcome=success|failover=false|localport=32792|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=41|bytesread=785|byteswritten=2074|cachedecision=n/a	-
16:34:38	document dump	URL=http://vxmlapps/vxml/wic/update/index.php|fetchtype=vxml|mimetype=text/html	-
16:34:38	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.024|documentsize=4759|outcome=success|failover=false|localport=32794|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=63|bytesread=5034|byteswritten=396|cachedecision=nc(pragma no-cache)	-
16:34:38	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
16:34:38	log	content=FRAMEWORK FILENAME: /wic/wic/wic/wicstd/framework/v.holly.16.20180312	-
16:34:38	log	content=FRAMEWORK LOGDATA: 1520886878,4010,428,20180312,163438,8114070182,8008388383,wic,update,20,Holly,4010,e4010-20180312163438020-428,led32046,8008388383	-
16:34:38	document transition	uri=http://vxmlapps/vxml/wic/update/index.php|cpu=0.020000|normalcpu=0.020000	-
16:34:38	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/start.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.023|documentsize=650|outcome=success|failover=false|localport=32796|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=64|bytesread=924|byteswritten=492|cachedecision=n/a	-
16:34:38	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/start.vxml.php|fetchtype=vxml|mimetype=text/html	-
16:34:38	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.025|documentsize=4759|outcome=success|failover=false|localport=32798|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=63|bytesread=5034|byteswritten=396|cachedecision=nc(pragma no-cache)	-
16:34:38	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
16:34:38	prompt	type=SSML|content= You have reached the Native V X M L backend. |language=en-US|outcome=success	-
16:34:38	prompt	type=SSML|content= Please enter your access code. |language=en-US|outcome=success	-
16:34:38	recognition start	inputmodes=dtmf,voice|threshold=35|timeout=5.000|bargeintype=speech|completetimeout=1.500|incompletetimeout=1.500|interdigittimeout=5.000|termtimeout=0.000|termchar=#	-
16:34:51	recognition end	result=success|inputmode=dtmf|utterance=1 1 9 3|confidence=100|grammar=Grammar_1|bargein=false|recordutterances=N	-
16:34:51	prompt	type=SSML|content= Please enter your password. |language=en-US|outcome=success	-
16:34:51	system response	latency=0.018	-
16:34:51	recognition start	inputmodes=dtmf,voice|threshold=35|timeout=5.000|bargeintype=speech|completetimeout=1.500|incompletetimeout=1.500|interdigittimeout=5.000|termtimeout=0.000|termchar=#	-
16:34:59	recognition end	result=success|inputmode=dtmf|utterance=1 1 9 1|confidence=100|grammar=Grammar_1|bargein=false|recordutterances=N	-
16:34:59	prompt	type=SSML|content= Thank you. |language=en-US|outcome=success	-
16:34:59	document transition	uri=http://vxmlapps/vxml/wic/update/version1511202396/start.vxml.php|cpu=0.030000|normalcpu=0.030000	-
16:34:59	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/validate.vxml.php?login=1193&password=1191|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.082|documentsize=360|outcome=success|failover=false|localport=32826|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=92|bytesread=634|byteswritten=451|cachedecision=nc(vxml maxage)(pragma no-cache)	-
16:34:59	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/validate.vxml.php?login=1193&password=1191|fetchtype=vxml|mimetype=text/html	-
16:34:59	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.025|documentsize=4759|outcome=success|failover=false|localport=32828|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=63|bytesread=5034|byteswritten=396|cachedecision=nc(pragma no-cache)	-
16:34:59	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
16:34:59	document transition	uri=http://vxmlapps/vxml/wic/update/version1511202396/validate.vxml.php?login=1193&password=1191|cpu=0.010000|normalcpu=0.010000	-
16:34:59	fetch	uri=http://linux2441/vxml/advcp/access_center/index.php?wic_testcall=t|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.037|documentsize=11257|outcome=success|failover=false|localport=36374|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=66|bytesread=11616|byteswritten=234|cachedecision=nc(vxml maxage)(pragma no-cache)	-
16:34:59	document dump	URL=http://linux2441/vxml/advcp/access_center/index.php?wic_testcall=t|fetchtype=vxml|mimetype=text/html	-
16:34:59	fetch	uri=http://linux2441/vxml/advcp/access_center/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.036|documentsize=20014|outcome=success|failover=false|localport=36376|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=59|bytesread=20313|byteswritten=287|cachedecision=nc(pragma no-cache)	-
16:34:59	document dump	URL=http://linux2441/vxml/advcp/access_center/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
16:34:59	document transition	uri=http://linux2441/vxml/advcp/access_center/index.php?wic_testcall=t|cpu=0.040000|normalcpu=0.040000	-
16:34:59	fetch	uri=http://linux2441/vxml/advcp/access_center/index.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.011|documentsize=569|outcome=success|failover=false|localport=36378|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=51|bytesread=843|byteswritten=2064|cachedecision=n/a	-
16:34:59	document dump	URL=http://linux2441/vxml/advcp/access_center/index.php|fetchtype=vxml|mimetype=text/html	-
16:34:59	fetch	uri=http://linux2441/vxml/advcp/access_center/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.015|documentsize=20499|outcome=success|failover=false|localport=36380|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=59|bytesread=20798|byteswritten=287|cachedecision=nc(pragma no-cache)	-
16:34:59	document dump	URL=http://linux2441/vxml/advcp/access_center/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
16:34:59	log	content=FRAMEWORK FILENAME: /wic/wic/wic/wicstd/framework/t.holly.16.20180312	-
16:34:59	log	content=FRAMEWORK LOGDATA: 1520886878,4010,428,20180312,163438,8114070182,8008388383,advcp,access_center,20,Holly,4010,e4010-20180312163438020-428,linux2441,8008388383	-
16:34:59	document transition	uri=http://linux2441/vxml/advcp/access_center/index.php|cpu=0.030000|normalcpu=0.030000	-
