HVP-6.0-SP2p41.1-2199-39494
Interactive Services
AdministrationReportsConfigurationuser: rmgamata@west.com Logout
Customer Usage
Call
Call ID:	e4007-20180312164410776-262
Application Name:	backend
Application Description:	backend
CLID:	8008388383
DNIS:	4070182
Call Date:	Monday, March 12th 2018
Call Utterance:	
Event Search
Event ID:	  
Parameter:	
 
Events
Time	ID	Param ID	Utterance
16:44:10	sip session	callid=1946976445_82173783@10.27.138.136|remote-rtp=10.27.138.134:6398|local-rtp=10.27.128.108:11038|originator=REMOTE	-
16:44:10	call start	ANI=8008388383|DNIS=4070182|VURL=http://vxmlapps/vxml/wic/update/index.php|outbound=N	-
16:44:10	asr session	asrengine=nuance90-mrcp1|sessionid=FKKGOGJKAAAMCGPMAAAAAAAD|address=10.27.139.178:554|server=Nuance Open Speech Recognizer for MRCPv1|setuptime=0.012|endpoint=10.27.131.53:8486	-
16:44:10	document dump	URL=/opt/holly/client/data/dnis/all.js|fetchtype=script|mimetype=test/javascript	-
16:44:10	note	message=enable full call recording|callrecording=/var/data/holly/data/call/2018/0312/1644/e4007-20180312164410776-262/call.wav	-
16:44:10	document transition	uri=call_initialization|cpu=0.000000|normalcpu=0.000000	-
16:44:10	fetch	uri=http://vxmlapps/vxml/wic/update/index.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.006|documentsize=11210|outcome=success|failover=false|localport=40850|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=41|bytesread=11648|byteswritten=183|cachedecision=nc(pragma no-cache)	-
16:44:10	document dump	URL=http://vxmlapps/vxml/wic/update/index.php|fetchtype=vxml|mimetype=text/html	-
16:44:10	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.005|documentsize=4759|outcome=success|failover=false|localport=40852|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=63|bytesread=5034|byteswritten=396|cachedecision=nc(pragma no-cache)	-
16:44:10	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
16:44:10	document transition	uri=http://vxmlapps/vxml/wic/update/index.php|cpu=0.010000|normalcpu=0.010000	-
16:44:10	fetch	uri=http://vxmlapps/vxml/wic/update/index.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.007|documentsize=511|outcome=success|failover=false|localport=40854|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=41|bytesread=785|byteswritten=2074|cachedecision=n/a	-
16:44:10	document dump	URL=http://vxmlapps/vxml/wic/update/index.php|fetchtype=vxml|mimetype=text/html	-
16:44:10	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.007|documentsize=4759|outcome=success|failover=false|localport=40856|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=63|bytesread=5034|byteswritten=396|cachedecision=nc(pragma no-cache)	-
16:44:10	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
16:44:10	log	content=FRAMEWORK FILENAME: /wic/wic/wic/wicstd/framework/v.holly.16.20180312	-
16:44:10	log	content=FRAMEWORK LOGDATA: 1520887450,4007,262,20180312,164410,8114070182,8008388383,wic,update,20,Holly,4007,e4007-20180312164410776-262,led32042,8008388383	-
16:44:10	document transition	uri=http://vxmlapps/vxml/wic/update/index.php|cpu=0.010000|normalcpu=0.010000	-
16:44:10	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/start.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.005|documentsize=650|outcome=success|failover=false|localport=40858|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=64|bytesread=924|byteswritten=492|cachedecision=n/a	-
16:44:10	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/start.vxml.php|fetchtype=vxml|mimetype=text/html	-
16:44:10	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.005|documentsize=4759|outcome=success|failover=false|localport=40860|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=63|bytesread=5034|byteswritten=396|cachedecision=nc(pragma no-cache)	-
16:44:10	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
