HVP-6.0-SP2p41.1-2199-39494
Interactive Services
AdministrationReportsConfigurationuser: rmgamata@west.com Logout
Customer Usage
Call
Call ID:	e4007-20180312170730800-310
Application Name:	backend
Application Description:	backend
CLID:	8008388383
DNIS:	4070182
Call Date:	Monday, March 12th 2018
Call Utterance:	
Event Search
Event ID:	  
Parameter:	
 
Events
Time	ID	Param ID	Utterance
17:07:30	sip session	callid=1946976450_96270453@10.27.138.136|remote-rtp=10.27.138.134:6488|local-rtp=10.27.128.108:13954|originator=REMOTE	-
17:07:30	call start	ANI=8008388383|DNIS=4070182|VURL=http://vxmlapps/vxml/wic/update/index.php|outbound=N	-
17:07:30	asr session	asrengine=nuance90-mrcp1|sessionid=FKKGOMBCAAAMHMLKAAAAAAAA|address=10.27.139.178:554|server=Nuance Open Speech Recognizer for MRCPv1|setuptime=0.010|endpoint=10.27.131.53:8610	-
17:07:30	document dump	URL=/opt/holly/client/data/dnis/all.js|fetchtype=script|mimetype=test/javascript	-
17:07:30	note	message=enable full call recording|callrecording=/var/data/holly/data/call/2018/0312/1707/e4007-20180312170730800-310/call.wav	-
17:07:30	document transition	uri=call_initialization|cpu=0.000000|normalcpu=0.000000	-
17:07:30	fetch	uri=http://vxmlapps/vxml/wic/update/index.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.007|documentsize=11210|outcome=success|failover=false|localport=44480|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=41|bytesread=11648|byteswritten=183|cachedecision=nc(pragma no-cache)	-
17:07:30	document dump	URL=http://vxmlapps/vxml/wic/update/index.php|fetchtype=vxml|mimetype=text/html	-
17:07:30	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.007|documentsize=4759|outcome=success|failover=false|localport=44482|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=63|bytesread=5034|byteswritten=396|cachedecision=nc(pragma no-cache)	-
17:07:30	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
17:07:30	document transition	uri=http://vxmlapps/vxml/wic/update/index.php|cpu=0.010000|normalcpu=0.010000	-
17:07:30	fetch	uri=http://vxmlapps/vxml/wic/update/index.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.006|documentsize=511|outcome=success|failover=false|localport=44484|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=41|bytesread=785|byteswritten=2074|cachedecision=n/a	-
17:07:30	document dump	URL=http://vxmlapps/vxml/wic/update/index.php|fetchtype=vxml|mimetype=text/html	-
17:07:30	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.006|documentsize=4759|outcome=success|failover=false|localport=44486|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=63|bytesread=5034|byteswritten=396|cachedecision=nc(pragma no-cache)	-
17:07:30	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
17:07:30	log	content=FRAMEWORK FILENAME: /wic/wic/wic/wicstd/framework/v.holly.17.20180312	-
17:07:30	log	content=FRAMEWORK LOGDATA: 1520888850,4007,310,20180312,170730,8114070182,8008388383,wic,update,20,Holly,4007,e4007-20180312170730800-310,led32046,8008388383	-
17:07:30	document transition	uri=http://vxmlapps/vxml/wic/update/index.php|cpu=0.010000|normalcpu=0.010000	-
17:07:30	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/start.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.006|documentsize=650|outcome=success|failover=false|localport=44488|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=64|bytesread=924|byteswritten=492|cachedecision=n/a	-
17:07:30	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/start.vxml.php|fetchtype=vxml|mimetype=text/html	-
17:07:30	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.006|documentsize=4759|outcome=success|failover=false|localport=44490|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=63|bytesread=5034|byteswritten=396|cachedecision=nc(pragma no-cache)	-
17:07:30	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
17:07:30	prompt	type=SSML|content= You have reached the Native V X M L backend. |language=en-US|outcome=success	-
17:07:30	prompt	type=SSML|content= Please enter your access code. |language=en-US|outcome=success	-
17:07:30	recognition start	inputmodes=dtmf,voice|threshold=35|timeout=5.000|bargeintype=speech|completetimeout=1.500|incompletetimeout=1.500|interdigittimeout=5.000|termtimeout=0.000|termchar=#	-
17:07:45	recognition end	result=success|inputmode=dtmf|utterance=1 1 9 3|confidence=100|grammar=Grammar_1|bargein=false|recordutterances=N	-
17:07:45	prompt	type=SSML|content= Please enter your password. |language=en-US|outcome=success	-
17:07:45	system response	latency=0.008	-
17:07:45	recognition start	inputmodes=dtmf,voice|threshold=35|timeout=5.000|bargeintype=speech|completetimeout=1.500|incompletetimeout=1.500|interdigittimeout=5.000|termtimeout=0.000|termchar=#	-
17:07:57	recognition end	result=success|inputmode=dtmf|utterance=1 1 9 1|confidence=100|grammar=Grammar_1|bargein=false|recordutterances=N	-
17:07:57	prompt	type=SSML|content= Thank you. |language=en-US|outcome=success	-
17:07:57	document transition	uri=http://vxmlapps/vxml/wic/update/version1511202396/start.vxml.php|cpu=0.020000|normalcpu=0.020000	-
17:07:57	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/validate.vxml.php?login=1193&password=1191|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.060|documentsize=360|outcome=success|failover=false|localport=44600|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=92|bytesread=634|byteswritten=451|cachedecision=nc(vxml maxage)(pragma no-cache)	-
17:07:57	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/validate.vxml.php?login=1193&password=1191|fetchtype=vxml|mimetype=text/html	-
17:07:57	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.006|documentsize=4759|outcome=success|failover=false|localport=44602|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=63|bytesread=5034|byteswritten=396|cachedecision=nc(pragma no-cache)	-
17:07:57	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
17:07:57	document transition	uri=http://vxmlapps/vxml/wic/update/version1511202396/validate.vxml.php?login=1193&password=1191|cpu=0.010000|normalcpu=0.010000	-
17:07:57	fetch	uri=http://linux2441/vxml/advcp/access_center/index.php?wic_testcall=t|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.008|documentsize=11257|outcome=success|failover=false|localport=56142|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=66|bytesread=11616|byteswritten=234|cachedecision=nc(vxml maxage)(pragma no-cache)	-
17:07:57	document dump	URL=http://linux2441/vxml/advcp/access_center/index.php?wic_testcall=t|fetchtype=vxml|mimetype=text/html	-
17:07:57	fetch	uri=http://linux2441/vxml/advcp/access_center/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.011|documentsize=20014|outcome=success|failover=false|localport=56144|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=59|bytesread=20313|byteswritten=287|cachedecision=nc(pragma no-cache)	-
17:07:57	document dump	URL=http://linux2441/vxml/advcp/access_center/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
17:07:57	document transition	uri=http://linux2441/vxml/advcp/access_center/index.php?wic_testcall=t|cpu=0.020000|normalcpu=0.020000	-
17:07:57	fetch	uri=http://linux2441/vxml/advcp/access_center/index.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.008|documentsize=569|outcome=success|failover=false|localport=56146|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=51|bytesread=843|byteswritten=2064|cachedecision=n/a	-
17:07:57	document dump	URL=http://linux2441/vxml/advcp/access_center/index.php|fetchtype=vxml|mimetype=text/html	-
17:07:57	fetch	uri=http://linux2441/vxml/advcp/access_center/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.009|documentsize=20499|outcome=success|failover=false|localport=56148|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=59|bytesread=20798|byteswritten=287|cachedecision=nc(pragma no-cache)	-
17:07:57	document dump	URL=http://linux2441/vxml/advcp/access_center/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
17:07:57	log	content=FRAMEWORK FILENAME: /wic/wic/wic/wicstd/framework/t.holly.17.20180312	-
17:07:57	log	content=FRAMEWORK LOGDATA: 1520888850,4007,310,20180312,170730,8114070182,8008388383,advcp,access_center,20,Holly,4007,e4007-20180312170730800-310,linux2441,8008388383	-
17:07:57	document transition	uri=http://linux2441/vxml/advcp/access_center/index.php|cpu=0.010000|normalcpu=0.010000	-
17:07:57	fetch	uri=http://linux2441/vxml/advcp/access_center/dev/start.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.112|documentsize=195159|outcome=success|failover=false|localport=56150|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=60|bytesread=195634|byteswritten=426|cachedecision=n/a	-
17:07:57	document dump	URL=http://linux2441/vxml/advcp/access_center/dev/start.vxml.php|fetchtype=vxml|mimetype=text/html	-
17:07:57	fetch	uri=http://linux2441/vxml/advcp/access_center/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.012|documentsize=20500|outcome=success|failover=false|localport=56154|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=59|bytesread=20799|byteswritten=287|cachedecision=nc(pragma no-cache)	-
17:07:57	document dump	URL=http://linux2441/vxml/advcp/access_center/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
17:07:57	log	content=#####################WHOWHOWHO = DEV	-
17:07:57	log	content=Test Header Triggered	-
17:07:57	fetch	uri=http://linux2441/ecmascripts/wicstd/dynocat.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.003|documentsize=108953|outcome=success|failover=false|localport=56156|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=46|bytesread=109203|byteswritten=328|cachedecision=ca(vxml maxage)(Last Modified)	-
17:07:57	document dump	URL=http://linux2441/ecmascripts/wicstd/dynocat.js|fetchtype=script|mimetype=application/javascript	-
17:07:57	log	expr=WicStdPromptAndCollect version 1.12.0 (20170804)	-
17:07:57	fetch	uri=http://linux2441/ecmascripts/wicstd/parser.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.001|documentsize=1537|outcome=success|failover=false|localport=56158|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=45|bytesread=1783|byteswritten=327|cachedecision=ca(vxml maxage)(Last Modified)	-
17:07:57	document dump	URL=http://linux2441/ecmascripts/wicstd/parser.js|fetchtype=script|mimetype=application/javascript	-
17:07:57	fetch	uri=http://linux2441/webservices/wicstd/drrlogging.xml.php|fetchtype=data|mimetype=text/xml|incache=false|latency=0.012|documentsize=87|outcome=success|failover=false|localport=56160|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=54|bytesread=359|byteswritten=483|cachedecision=n/a	-
17:07:57	document dump	URL=http://linux2441/webservices/wicstd/drrlogging.xml.php|fetchtype=data|mimetype=text/xml	-
17:07:57	prompt	type=SSML|content=You are currently on unit number |language=en-US|outcome=success	-
17:07:57	fetch	uri=http://promptstore/voice/wicstd/nikki/dynocat/fnum04.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.002|documentsize=11644|outcome=success|failover=false|localport=46280|hostname=promptstore|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=56|bytesread=11888|byteswritten=226|cachedecision=ca(vxml maxage)(Last Modified)	-
17:07:57	prompt	type=external|URI=http://promptstore/voice/wicstd/nikki/dynocat/fnum04.wav|outcome=success	-
17:07:57	fetch	uri=http://promptstore/voice/wicstd/nikki/dynocat/fnum00.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.002|documentsize=12444|outcome=success|failover=false|localport=46282|hostname=promptstore|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=56|bytesread=12688|byteswritten=226|cachedecision=ca(vxml maxage)(Last Modified)	-
17:07:57	prompt	type=external|URI=http://promptstore/voice/wicstd/nikki/dynocat/fnum00.wav|outcome=success	-
17:07:57	fetch	uri=http://promptstore/voice/wicstd/nikki/dynocat/fnum00.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.002|documentsize=12444|outcome=success|failover=false|localport=46284|hostname=promptstore|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=56|bytesread=12688|byteswritten=226|cachedecision=ca(vxml maxage)(Last Modified)	-
17:07:57	prompt	type=external|URI=http://promptstore/voice/wicstd/nikki/dynocat/fnum00.wav|outcome=success	-
17:07:57	fetch	uri=http://promptstore/voice/wicstd/nikki/dynocat/snum07.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.002|documentsize=14844|outcome=success|failover=false|localport=46286|hostname=promptstore|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=56|bytesread=15088|byteswritten=226|cachedecision=ca(vxml maxage)(Last Modified)	-
17:07:57	prompt	type=external|URI=http://promptstore/voice/wicstd/nikki/dynocat/snum07.wav|outcome=success	-
17:07:57	prompt	type=SSML|content=and line number |language=en-US|outcome=success	-
17:07:57	fetch	uri=http://promptstore/voice/wicstd/nikki/dynocat/fnum03.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.002|documentsize=12044|outcome=success|failover=false|localport=46288|hostname=promptstore|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=56|bytesread=12288|byteswritten=226|cachedecision=ca(vxml maxage)(Last Modified)	-
17:07:57	prompt	type=external|URI=http://promptstore/voice/wicstd/nikki/dynocat/fnum03.wav|outcome=success	-
